"word","count"
"Vrachtvoertuigen_143","1"
"OverigRollendMaterieel_144","1"
"TotaalVrachtvoertuigen_145","1"
"Beladen_146","1"
"Gewicht_147","1"
"PersonenautoS_148","1"
"OverigRollendMaterieel_149","1"
"TotaalVrachtvoertuigen_150","1"
"Beladen_151","1"
"Gewicht_152","1"
"PersonenautoS_153","1"
"OverigRollendMaterieel_154","1"
"TotaalVrachtvoertuigen_155","1"
"Beladen_156","1"
"Gewicht_157","1"
"PersonenautoS_158","1"
"OverigRollendMaterieel_159","1"
"Geboortegeneratie","18"
"TotaalAantalKinderen_1","5"
"k_1eKinderen_2","9"
"k_2eKinderen_3","9"
"k_3eKinderen_4","9"
"k_4OfVolgendeKinderen_5","9"
"Woninginboedel","1"
"Prijsindexcijfers_1","29"
"Wegingscoefficienten_2","1"
"TotaalProductie_2","1"
"Centraal_3","1"
"Decentraal_4","1"
"Invoer_5","2"
"Uitvoer_6","2"
"TotaalVerbruik_7","2"
"ViaHetOpenbareNet_8","1"
"ViaBedrijfsnetten_9","1"
"TotaalBijDeProductie_10","1"
"Centraal_11","1"
"Decentraal_12","1"
"VerliezenBijDistributie_13","1"
"Kenmerken","42"
"VrijInOpnemenVerlof_1","1"
"ZelfOverUitvoeringWerkBeslissen_2","1"
"ZelfWerktempoKunnenRegelen_3","1"
"ZelfVolgordeWerkBepalen_4","1"
"ZelfBeslissenOverPauze_5","1"
"ZelfTemperatuurRegelen_6","1"
"ZelfVentilatieRegelen_7","1"
"LageAutonomie_8","1"
"HogeAutonomie_9","1"
"WerkSluitAanBijOpleidingErvaring_10","1"
"EentonigWerk_11","1"
"ZichKunnenOntplooienInWerk_12","1"
"ZelfOplossingenBedenken_13","1"
"LageVaardigheidsmogelijkheden_14","1"
"HogeVaardigheidsmogelijkheden_15","1"
"LageControlemogelijkheden_16","1"
"HogeControlemogelijkheden_17","1"
"HeeftWerkoverleg_18","1"
"IndienWerkoverlegTevredenMetOverleg_19","1"
"WerktZelfstandig_20","1"
"WerktOnderLeiding_21","1"
"WerktSomsZelfstSomsOnderLeiding_22","1"
"IndienWerkenOnderLeidingTevreden_23","1"
"InHoogTempoWerken_24","1"
"OnderTijdsdrukWerken_25","1"
"HoogWerktempoEnHogeTijdsdruk_26","1"
"HoogWerktempoEnOfHogeTijdsdruk_27","1"
"LageWerkdruk_28","1"
"HogeWerkdruk_29","1"
"GemiddeldRapportcijferWerkdruk_30","1"
"MoeilijkTeCombinerenOpdrachten_31","1"
"TeWeinigTijd_32","1"
"ErgVeelWerk_33","1"
"OnBetaaldOverwerk_34","1"
"HeeftProblemenDoorWerkdruk_35","1"
"ZiekteverzuimVanwegeWerkdruk_36","1"
"NaarHuisartsVanwegeWerkdruk_37","1"
"NaarSpecialistVanwegeWerkdruk_38","1"
"MedischeBehandelingVanwegeWerkdruk_39","1"
"GoedePromotiekansen_40","1"
"GoedeBeloning_41","1"
"LageWaarderingBeloning_42","1"
"HogeWaarderingBeloning_43","1"
"Herkomstgroepering","176"
"TotaalPersonen_1","10"
"Instromers_2","2"
"Uitstromers_3","3"
"TotaalPersonen_4","1"
"Instromers_5","2"
"Uitstromers_6","2"
"ArbeidsongeschiktheidUitgekeerdBedrag_1","1"
"WAOUitgekeerdeBedragen_2","2"
"WajongUitgekeerdeBedragen_3","1"
"WAZUitgekeerdeBedragen_4","1"
"Persoonskenmerken","219"
"BangAlleenThuis_1","1"
"AngstBijHetOpenDoen_2","1"
"OnveiligePlekkenInDeBuurt_3","1"
"AanpassingUitgaansgedrag_4","1"
"TotaalInvoer_1","3"
"GecorrigeerdVoorWerkdagen_2","1"
"GecorrigeerdVoorSeizoen_3","1"
"Trendconjunctuurcomponent_4","1"
"TotaalUitvoer_5","1"
"GecorrigeerdVoorWerkdagen_6","1"
"GecorrigeerdVoorSeizoen_7","2"
"Trendconjunctuurcomponent_8","1"
"TotaalTijdsbestedingInUrenMinuten_1","1"
"PersoonlijkeVerzorging_2","1"
"VerzorgingVanAnderen_3","1"
"Onderweg_4","1"
"BetaaldWerk_5","1"
"Onderwijs_6","1"
"HuishoudelijkeVerplichtingen_7","1"
"Vrijwilligerswerk_8","1"
"VrijeTijd_9","1"
"OverigeEnOnbekendeTijdsbesteding_10","1"
"PersoonlijkeVerzorging_11","1"
"VerzorgingVanAnderen_12","1"
"Onderweg_13","1"
"BetaaldWerk_14","1"
"Onderwijs_15","2"
"HuishoudelijkeVerplichtingen_16","1"
"Vrijwilligerswerk_17","1"
"VrijeTijd_18","1"
"OverigeEnOnbekendeTijdsbesteding_19","1"
"k_2735MetaalEnElektrotechnInd_1","1"
"k_66VerzekeringswezenPensioenfds_2","1"
"k_75OpenbaarBestuur_3","1"
"k_80Onderwijs_4","1"
"k_85GezondheidsEnWelzijnszorg_5","1"
"SBI93","103"
"GerealiseerdeInvesteringen_1","1"
"Jaren","33"
"Totaal_1","64"
"GeinvesteerdInBedrijfsgebouwen_2","1"
"GeinvesteerdInMachines_3","1"
"Delfstoffenwinning_4","3"
"Totaal_5","40"
"VoedingsEnGenotmiddelen_6","1"
"Textiel_7","2"
"KledingEnBont_8","1"
"LeerLederwarenEnSchoeisel_9","1"
"HoutKurkEnRietwarenExclMeubels_10","1"
"PapierWarenEnKartonWaren_11","1"
"UitgeverijenDrukkerijenEnReproductie_12","2"
"AardolieEnSteenkoolverwerking_13","1"
"Chemie_14","1"
"RubberEnKunststofverwerking_15","1"
"GlasAardewerkCementEnKalk_16","1"
"Basismetaal_17","1"
"Metaalproducenten_18","1"
"MachinesEnApparaten_19","1"
"Totaal_20","27"
"KantoormachinesEnComputers_21","1"
"AudioEnVideoTelecomApparaten_22","1"
"OverigeElektrischeApparaten_23","1"
"MedischeEnOptischeApparaten_24","1"
"Transportmiddelen_25","1"
"MeubelenEnOverige_26","1"
"Totaal_27","15"
"ElectrAardgasStoomEnWarmWater_28","1"
"ElectraStoom_29","1"
"Aardgas_30","1"
"WinningEnDistributieVanWater_31","1"
"Bouwnijverheid_32","1"
"Totaal_33","14"
"Water_34","1"
"Lucht_35","1"
"Bodem_36","1"
"Landschap_37","1"
"Afval_38","1"
"Geluid_39","1"
"InTotaleInvesteringen_40","1"
"VermogensBestanddelen","1"
"KenmerkenVanHuishoudens","9"
"AantalHuishoudensMetBestanddeel_1","1"
"PercentageHuishoudensMetBestanddeel_2","1"
"TotaalBedrag_3","7"
"AandeelInBezittingen_4","1"
"GemiddeldBedrag_5","2"
"k_10ePercentiel_6","1"
"k_25ePercentiel_7","2"
"Mediaan_8","1"
"k_75ePercentiel_9","2"
"k_90ePercentiel_10","1"
"TotaleBevolking_1","32"
"k_0Tot20Jaar_2","18"
"k_20Tot65Jaar_3","19"
"k_65JaarOfOuder_4","8"
"k_0Tot20Jaar_5","15"
"k_20Tot65Jaar_6","14"
"k_65JaarOfOuder_7","3"
"DemografischeDruk_8","12"
"Levendgeborenen_9","12"
"TotaalVruchtbaarheidscijfer_10","12"
"Overledenen_11","12"
"LevensverwachtingMannen_12","11"
"LevensverwachtingVrouwen_13","11"
"Immigratie_14","11"
"EmigratieInclSaldoAdmCorrecties_15","6"
"MigratiesaldoInclSaldoAdmCorr_16","6"
"SoortMisdrijf","24"
"SoortVerdachte","10"
"LeeftijdVerdachte","10"
"TotaalOpgelegdeSancties_1","2"
"GeldboeteOnvoorwaardelijk_2","2"
"GeldboeteGedeeltelijkOnvoorwaardelijk_3","2"
"GeldboeteVoorwaardelijk_4","2"
"GevangenisstrafOnvoorwaardelijk_5","2"
"GevangenisstrafGedeeltelijkOnvoorw_6","2"
"GevangenisstrafVoorwaardelijk_7","2"
"JeugddetentieOnvoorwaardelijk_8","2"
"JeugddetentieGedeeltelijkOnvoorw_9","2"
"JeugddetentieVoorwaardelijk_10","2"
"Werkstraf_11","2"
"Leerstraf_12","2"
"OverigeHoofdstraffen_13","2"
"TBSOnvoorwaardelijk_14","2"
"TBSVoorwaardelijk_15","2"
"PlaatsingInInrichtingVoorJeugdigen_16","2"
"PlaatsingInInrStelselmatigeDaders_17","2"
"OnttrekkingAanVerkeer_18","2"
"BetalingAanDeStaat_19","2"
"OverigeMaatregelen_20","2"
"OntzeggingOnvoorwaardelijk_21","2"
"OntzeggingGedeeltelijkVoorwaardelijk_22","2"
"OntzeggingVoorwaardelijk_23","2"
"Verbeurdverklaring_24","2"
"StilleggingVanDeOnderneming_25","2"
"OverigeBijkomendeStraffen_26","2"
"StrafOnbekend_27","2"
"TotaalGevangenisstraf_28","2"
"TotaalTot6Weken_29","2"
"KorterDan1Week_30","2"
"k_1Tot2Weken_31","2"
"k_2Tot3Weken_32","2"
"k_3WekenTot1Maand_33","2"
"k_1MaandTot6Weken_34","2"
"Totaal6WekenTot6Maanden_35","2"
"k_6WekenTot2Maanden_36","2"
"k_2Tot3Maanden_37","2"
"k_3Tot4Maanden_38","2"
"k_4Tot5Maanden_39","2"
"k_5Tot6Maanden_40","2"
"Totaal6MaandenTot3Jaar_41","2"
"k_6Tot9Maanden_42","2"
"k_9MaandenTot1Jaar_43","2"
"k_1Tot15Jaar_44","2"
"k_15Tot2Jaar_45","2"
"k_2Tot3Jaar_46","2"
"Totaal3JaarOfLanger_47","2"
"k_3Tot4Jaar_48","2"
"k_4Tot6Jaar_49","2"
"k_6Tot8Jaar_50","2"
"k_8JaarOfLanger_51","2"
"TotaalJeugddetentie_52","2"
"MinderDan1Maand_53","2"
"k_1Tot3Maanden_54","2"
"k_3Tot6Maanden_55","6"
"k_6MaandenOfLanger_56","2"
"TotaalMinderDan113Euro_57","2"
"MinderDan22Euro_58","2"
"k_22Tot45Euro_59","2"
"k_45Tot68Euro_60","2"
"k_68Tot90Euro_61","2"
"k_90Tot113Euro_62","2"
"Totaal113Tot226Euro_63","2"
"k_113Tot136Euro_64","2"
"k_136Tot158Euro_65","2"
"k_158Tot181Euro_66","2"
"k_181Tot204Euro_67","2"
"k_204Tot226Euro_68","2"
"Totaal226Tot453Euro_69","2"
"k_226Tot272Euro_70","2"
"k_272Tot317Euro_71","2"
"k_317Tot363Euro_72","2"
"k_363Tot408Euro_73","2"
"k_408Tot453Euro_74","2"
"Totaal453Tot2268Euro_75","2"
"k_453Tot680Euro_76","2"
"k_680Tot907Euro_77","2"
"k_907Tot1361Euro_78","2"
"k_1361Tot1815Euro_79","2"
"k_1815Tot2268Euro_80","2"
"Totaal2268EuroOfMeer_81","2"
"k_2268Tot4537Euro_82","2"
"k_4537EuroOfMeer_83","2"
"TotaalOntzeggingRijbevoegdheid_84","2"
"KorterDan1Maand_85","2"
"k_1Tot2Maanden_86","2"
"k_2Tot3Maanden_87","2"
"k_3Tot4Maanden_88","2"
"k_4Tot5Maanden_89","2"
"k_5Tot6Maanden_90","2"
"k_6Tot7Maanden_91","2"
"k_7Tot8Maanden_92","2"
"k_8Tot9Maanden_93","2"
"k_9Tot10Maanden_94","2"
"k_10Tot11Maanden_95","2"
"k_11MaandenTot1Jaar_96","2"
"k_1Tot15Jaar_97","2"
"k_15Tot2Jaar_98","2"
"k_2JaarOfLanger_99","2"
"SBI93GK","2"
"Bedrijven_1","75"
"TotaalWerkzamePersonen_2","11"
"TotaalBaten_3","3"
"TotaalOpbrengsten_4","1"
"TotaalMilieudienstverlening_5","1"
"OpbrengstVoorOverheden_6","1"
"OpbrengstVoorBedrijven_7","1"
"EnergieEnRestproducten_8","1"
"Nevenactiviteiten_9","1"
"OverigeBedrijfsopbrengsten_10","8"
"VrijvalVoorzieningen_11","1"
"OntvangenRente_12","1"
"BuitengewoneBaten_13","2"
"TotaalLasten_14","1"
"GrondEnHulpstoffen_15","1"
"TotaalUitbestedeWerkzaamheden_16","1"
"KostenUitbestedeVerwerkingAfval_17","1"
"KostenUitbesteedTransportAfval_18","1"
"KostenUitbestedeSaneringDerden_19","1"
"KostenOverigeUitbestedingen_20","1"
"InkoopwaardeHandelsactiviteiten_21","1"
"TotaalArbeidskosten_22","1"
"BrutoLonenEnSalarissen_23","1"
"SocialePremiesWerkgever_24","1"
"PensioenlastenBijdrageVUT_25","1"
"OverigeUitgavenSocVoorzieningen_26","1"
"KostenVanUitzendkrachten_27","1"
"KostenIngeleendPersoneel_28","1"
"OntvangstenUitgeleendPersoneel_29","1"
"TotaalAutokosten_30","1"
"HuurInclOperationalLease_31","1"
"OnderhoudEnReparatie_32","1"
"Motorbrandstoffen_33","1"
"HouderschapsEnMotorrijtBelasting_34","1"
"Verzekeringspremies_35","1"
"OverigeAutokosten_36","1"
"Energieverbruik_37","1"
"Afschrijvingen_38","5"
"TotaalOverigeBedrijfskosten_39","1"
"HeffingenEnBelExclMotorBel_40","1"
"PremiesSchadeverzekeringen_41","1"
"OnderhoudEnRepExclVervoermiddelen_42","1"
"HuurGebTerreinenMachinesEd_43","1"
"OverigePersoneelskosten_44","1"
"AdministratieEnAdviesAccountantskn_45","1"
"VerkoopReclameAdvertentiekosten_46","1"
"AutomatiseringKantoorbEnCommunic_47","1"
"OnderzoekOntwLaborAnalyse_48","1"
"DoorbelasteKostenAlgBeheer_49","1"
"OverigeOvBedrKn_50","1"
"ToevoegingenAanVoorzieningen_51","1"
"BetaaldeRente_52","1"
"BuitengewoneLasten_53","2"
"ResultaatVoorBelastingen_54","1"
"TotaalInvesteringen_55","1"
"GrondEnTerreinen_56","1"
"Bedrijfsruimten_57","1"
"GWWWerken_58","1"
"VervoermiddelenExternTransport_59","1"
"MiddelenVoorInternTransport_60","1"
"Computers_61","1"
"OverigeMachinesApparatenEnInstall_62","1"
"OverigeMaterieleVasteActiva_63","1"
"ImmaterieleActiva_64","1"
"Omzetklassen","29"
"Bedrijfsopbrengsten_2","29"
"TotaalNettoOmzet_3","41"
"VerleendeDiensten_4","29"
"Handelsgoederen_5","29"
"OverigeOpbrengsten_6","30"
"TotaalBedrijfslasten_7","32"
"KostprijsVanDeOmzet_8","29"
"Personeelskosten_9","32"
"Afschrijvingen_10","32"
"OverigeBedrijfslasten_11","29"
"TotaalOverigeBedrijfslasten_12","29"
"Huisvestingskosten_13","30"
"InventarisEnMachinekosten_14","29"
"Autokosten_15","29"
"Verkoopkosten_16","31"
"AndereKosten_17","29"
"Bedrijfsresultaat_18","32"
"SaldoFinancieleResultaten_19","29"
"ResultaatVoorBelastingen_20","31"
"BrutoWinstmarge_21","29"
"OperationeleWinstmarge_22","29"
"WinstmargeVoorBelastingen_23","29"
"Investeringsquote_24","28"
"NettoOmzet_25","10"
"TotaalHandel_26","5"
"TotaalVerleendeDiensten_27","8"
"CaravansEnBungalows_28","1"
"ToeristischeStandplaatsen_29","1"
"SeizoenEnJaarplaatsen_30","1"
"Groepsverblijven_31","1"
"Ligplaatsen_32","1"
"OverigeVerhuur_33","1"
"ToegangsopbrengstenAttracties_34","1"
"Dranken_35","1"
"MaaltijdenSnacks_36","1"
"OverigeHorecaActiviteiten_37","1"
"OntvangstenVoorUitleenEnSubsidie_38","3"
"TotaalPersoneelskosten_39","3"
"BrutoLonenEnSalarissen_40","3"
"SocialeLasten_41","3"
"Pensioenpremies_42","3"
"KostenUitzendkrachten_43","3"
"KostenIngeleendPersoneel_44","3"
"OverigePersoneelskosten_45","3"
"TotaalOverigeBedrijfslasten_46","3"
"TotaalHuisvestingskosten_47","3"
"BetaaldeHurenPachtenEDVanLeasing_48","3"
"OnroerendeZaakbelastingMilieuheffing_49","3"
"Energiekosten_50","3"
"ReparatieEnOnderhoudskosten_51","3"
"Verzekeringen_52","3"
"OverigeHuisvestingskosten_53","3"
"TotaalInventarisEnMachinekosten_54","3"
"BetaaldeHurenEnKostenVanOperLease_55","6"
"Onderhoudskosten_56","3"
"OverigeInventarisEnMachinekosten_57","3"
"TotaalAutokosten_58","3"
"BetaaldeHurenEnKostenVanOperLease_59","4"
"Brandstof_60","3"
"OverigeAutokosten_61","3"
"TotaalVerkoopkosten_62","3"
"ReclameEnAdvertentiekosten_63","3"
"ReisVerblijfsEnRepresentatiekosten_64","3"
"OverigeVerkoopkosten_65","3"
"TotaalAndereKosten_66","3"
"AccountantsEnAdviesdiensten_67","3"
"KantoorbenodigdhDrukwerkVakliteratuur_68","3"
"OverigeVerzekeringen_69","3"
"OverigeKostprijsverhogendeBelastingen_70","3"
"Communicatiekosten_71","3"
"Beheerskosten_72","3"
"OverigeAutomatiseringskosten_73","3"
"NogNietEerderGenoemdeBedrijfskosten_74","3"
"TotaalAantalWerkzamePersonen_75","3"
"WerknemersOpDeLoonlijst_76","3"
"WerknemersNietOpLoonlijst_77","3"
"OverigPersoneel_78","3"
"AantalVte_79","3"
"TotaalInvesteringen_80","3"
"TotaalMaterieleVasteActiva_81","4"
"Bedrijfsruimten_82","4"
"Vervoermiddelen_83","3"
"Computers_84","3"
"OverigeMachinesApparatenED_85","3"
"OverigeMaterieleVasteActiva_86","3"
"TotaalImmaterieleVasteActiva_87","3"
"GeslachtEnBedrijf","1"
"TypeEnOpleidendeInstantie","1"
"GevolgdeCursussenOfOpleidingen_1","1"
"GevolgdeInterneOpleidingen_2","1"
"GevolgdeExterneOpleidingen_3","1"
"VerdelingCursussenOfOpleidingen_4","1"
"VerdelingInterneCursussenOpleidingen_5","1"
"VerdelingExterneCursussenOpleidingen_6","1"
"InterneEnExterneOpleidingsuren_7","1"
"GevolgdeInterneOpleidingsuren_8","1"
"GevolgdeExterneOpleidingsuren_9","1"
"VerdelingInterneEnExterneUren_10","1"
"VerdelingInterneOpleidingsuren_11","1"
"VerdelingExterneOpleidingsuren_12","1"
"Generatie","61"
"AllochtonenBevolking_1","2"
"TotaalNietWesters_2","11"
"Afrika_3","17"
"Azie_4","17"
"LatijnsAmerika_5","17"
"Marokko_6","18"
"NederlandseAntillenEnAruba_7","17"
"Suriname_8","17"
"Turkije_9","17"
"TotaalWesters_10","11"
"k_26EULanden_11","5"
"OverigEuropa_12","10"
"Indonesie_13","10"
"OverigBuitenEuropa_14","10"
"Leeftijdsklasse","7"
"PersonenMetEenUitkering_1","3"
"PersonenMetWAOWajongWAZUitkering_2","1"
"VolledigArbeidsongeschikt_3","1"
"GedeeltelijkArbeidsongeschikt_4","2"
"PsychischeAandoeningen_5","1"
"ZiektenVanBotspierstelsel_6","1"
"OverigeAandoeningen_7","1"
"PersonenMetEenABWUitkering_8","1"
"Alleenstaand_9","1"
"AlleenstaandeOuder_10","1"
"EchtPaar_11","1"
"Anders_12","4"
"PersonenMetWWUitkering_13","1"
"PersonenMetIOAWIOAZUitkering_14","1"
"LandVanNationaliteit","2"
"Asielverzoeken","1"
"TotaalMannenEnVrouwen_1","35"
"Mannen_2","51"
"Vrouwen_3","51"
"AlleLeeftijden_4","1"
"JongerDan15Jaar_5","1"
"k_15Tot18Jaar_6","2"
"k_18JaarOfOuder_7","1"
"LeeftijdOp31December","16"
"Geboorteland","8"
"BurgerlijkeStaat","32"
"Immigratie_1","7"
"EmigratieInclusiefAdministratieveC_2","3"
"EmigratieExclusiefAdministratieveC_3","3"
"MigratiesaldoInclusiefAdministratie_4","3"
"MigratiesaldoExclusiefAdministratie_5","3"
"AdministratieveOpnemingen_6","3"
"AdministratieveAfvoeringen_7","3"
"SaldoAdministratieveCorrecties_8","3"
"Nationaliteiten","2"
"MannenEnVrouwen_1","9"
"KoerswaardeTotaleMarkt_1","1"
"KoerswaardeOfficieleMarktTotaal_2","1"
"KoerswaardeOndernemingenTotaal_3","1"
"Internationals_4","2"
"TotaleLokaleInstellingen_5","1"
"FinancieleInstellingen_6","1"
"NietFinancieleInstellingen_7","1"
"Delfstoffenwinning_8","3"
"Consumentengoederenindustrie_9","1"
"Kapitaalgoederenindustrie_10","1"
"Basisgoederenindustrie_11","1"
"BouwnijverheidEnInstallatie_12","1"
"TransportOpslagEnCommunicatie_13","1"
"NietFinancieleDienstverlening_14","1"
"Handel_15","1"
"BankenFinancieleDienstverlening_16","1"
"Verzekeraars_17","1"
"KoerswaardeVoorBeleggingsfondsen_18","1"
"KoerswaardeVoorVastgoedfondsen_19","1"
"KoerswaardeVoorOverigeFondsen_20","1"
"KoerswaardeNieuweMarkt_21","1"
"TotaalGeregistreerdeWerklozen_1","5"
"VeranderingTOVEenJaarGeleden_2","1"
"GeregistreerdWerkloosheidspercentage_3","1"
"MannenEnVrouwen_4","5"
"Mannen_5","28"
"Vrouwen_6","29"
"Mannen_7","4"
"Vrouwen_8","3"
"TotaalMannenEnVrouwen_9","1"
"k_0Jaar_10","1"
"k_1Tot5Jaar_11","1"
"k_5Tot10Jaar_12","3"
"k_10Tot15Jaar_13","3"
"k_15Tot20Jaar_14","3"
"k_20Tot25Jaar_15","3"
"k_25Tot30Jaar_16","3"
"k_30Tot35Jaar_17","2"
"k_35Tot40Jaar_18","2"
"k_40Tot45Jaar_19","2"
"k_45Tot50Jaar_20","2"
"k_50Tot55Jaar_21","2"
"k_55Tot60Jaar_22","2"
"k_60Tot65Jaar_23","2"
"k_65Tot70Jaar_24","2"
"k_70Tot75Jaar_25","2"
"k_75Tot80Jaar_26","2"
"k_80Tot85Jaar_27","2"
"k_85Tot90Jaar_28","2"
"k_90Tot95Jaar_29","2"
"k_95JaarOfOuder_30","2"
"TotaalOverledenMannen_31","1"
"k_0Jaar_32","1"
"k_1Tot5Jaar_33","1"
"k_5Tot10Jaar_34","2"
"k_10Tot15Jaar_35","2"
"k_15Tot20Jaar_36","2"
"k_20Tot25Jaar_37","2"
"k_25Tot30Jaar_38","2"
"k_30Tot35Jaar_39","1"
"k_35Tot40Jaar_40","1"
